,text,emotion,X,y,NaiveBayes,SVM
  (0, 1832)	0.559612082006",,neutral,neutral
11124,  selfdrivingcars,,"  (0, 3078)	1.0",,positive,neutral
11126,Google Blames Humans for Accidents Involving Its SelfDriving Cars ,,"  (0, 509)	0.190868692126
  (0, 1661)	0.34266228969
  (0, 3071)	0.196148290549
  (0, 1478)	0.244905977391
  (0, 17)	0.351381036528
  (0, 1833)	0.518644116202
  (0, 375)	0.596018670715",,neutral,neutral
11128,selfdrivingcars View from the drivers seat  eviewfromthefrontseatofthegoogleselfdrivingcarfcfe ,,"  (0, 3078)	0.0883860225759
  (0, 1020)	0.377145651235
  (0, 3031)	0.511445393615
  (0, 3761)	0.511445393615
  (0, 1194)	0.571660989982",,positive,positive
11130,Imagine if your self driving car just stops in the middle of the roadscary thought selfdrivingcars needmoretime  ,,"  (0, 3078)	0.0624580780561
  (0, 492)	0.191077496054
  (0, 3062)	0.275418426903
  (0, 1024)	0.235117841162
  (0, 1895)	0.291373066642
  (0, 1708)	0.36343036154
  (0, 3501)	0.374788111596
  (0, 2180)	0.485286847972
  (0, 3322)	0.485286847972",,positive,positive
11132,  minor accidents in  years  over half of those were HUMAN operator error BRAVO selfdrivingcars thefutureisherenow,,"  (0, 3078)	0.0572497562027
  (0, 1657)	0.266564829223
  (0, 3924)	0.263602753825
  (0, 17)	0.253620199324
  (0, 417)	0.444819222741
  (0, 2409)	0.409583377816
  (0, 1160)	0.348379927501
  (0, 1550)	0.409583377816
  (0, 2195)	0.370278595566",,positive,positive
11134,If selfdrivingcars get into an accident who gets that ticket SelfDriving Cars Already Getting Into Accidents ,,"  (0, 3078)	0.0772766694836
  (0, 509)	0.185958045237
  (0, 3071)	0.191101810784
  (0, 1444)	0.40876180682
  (0, 17)	0.342340747236
  (0, 1445)	0.400835617847
  (0, 15)	0.440177103489
  (0, 3513)	0.533122446326",,positive,neutral
11136,SelfDrivingCars Involved in  Accidents Total All Due to Human Error ,,"  (0, 3078)	0.07805929276
  (0, 1657)	0.363457653341
  (0, 17)	0.345807820015
  (0, 1160)	0.475011468279
  (0, 1832)	0.465324249074
  (0, 3546)	0.547777035741",,positive,positive
11138,Google acknowledges  accidents with its selfdrivingcars  ,,"  (0, 3078)	0.115424559369
  (0, 1478)	0.35639326532
  (0, 17)	0.511338417762
  (0, 22)	0.773430044703",,neutral,neutral
11140,  what about road rage  SelfDrivingCars SomethingToThinkAbout,,"  (0, 3078)	0.113678412291
  (0, 2914)	0.454897083536
  (0, 2731)	0.883258660852",,positive,positive
11142,Report Google  Delphi SelfDrivingCars Careening Into Trouble in California by   via ur,,"  (0, 3078)	0.062715450242
  (0, 476)	0.248871193382
  (0, 1478)	0.193644785997
  (0, 3592)	0.440102417202
  (0, 2842)	0.343040275313
  (0, 864)	0.390690446284
  (0, 496)	0.458839818875
  (0, 3674)	0.471266194358",,neutral,neutral
11144,Mobileye Q Report Shows Car Safety Focused On Camera  Wrote for IBD as semiautonomous driving heats selfdrivingcars,,"  (0, 3078)	0.056909213933
  (0, 2980)	0.257045460895
  (0, 492)	0.174101900653
  (0, 1024)	0.214229639121
  (0, 2842)	0.31128138824
  (0, 3152)	0.343842163455
  (0, 2216)	0.351631735862
  (0, 481)	0.41636013634
  (0, 1339)	0.427636070069
  (0, 3100)	0.399357455242",,positive,positive
11146,Minim kecelakaan Profesi sopir pribadi terancam punah nih selfdrivingcars pictwittercomoRLJQMmY,,"  (0, 3078)	1.0",,positive,neutral
11148,Selfdrivingcars have four crashes ,,"  (0, 3078)	0.171186940785
  (0, 750)	0.985238565681",,positive,neutral
11150,Google said that even SelfDrivingCars that can sense & react faster than humans still wind up in accidents ,,"  (0, 3078)	0.0649300799308
  (0, 1661)	0.280507274449
  (0, 1478)	0.200482837713
  (0, 17)	0.287644540456
  (0, 1269)	0.411702832989
  (0, 2984)	0.447944810305
  (0, 3107)	0.411702832989
  (0, 2758)	0.504493811031",,neutral,neutral
11152, EyeOpening Truths About Driverless Cars  ce driverless selfdrivingcars driverlesscars tech,,"  (0, 3078)	0.085269651855
  (0, 509)	0.205192302968
  (0, 3427)	0.281321060833
  (0, 1018)	0.34530988292
  (0, 1016)	0.616512466593
  (0, 531)	0.610046825498",,positive,neutral
11154,The reports are inI feel safer on the roads with Google s selfdrivingcars than I do most human drivers   ,,"  (0, 3078)	0.0761068541014
  (0, 1657)	0.354366759124
  (0, 2919)	0.30685239531
  (0, 1020)	0.324750093023
  (0, 1478)	0.234993058624
  (0, 2845)	0.487233964657
  (0, 2978)	0.412991255605
  (0, 1288)	0.45368544195",,positive,positive
11156,Google Says Driverless Cars Involved in  inorAccidents in  Years   driverless selfdrivingcars Google,,"  (0, 3078)	0.0757657466285
  (0, 509)	0.182322170885
  (0, 3004)	0.341075665598
  (0, 1478)	0.467879660758
  (0, 1016)	0.547797795828
  (0, 3924)	0.348858419347
  (0, 1832)	0.451652044348",,neutral,neutral
11158,selfdrivingcars might still need a driver   teamcarbiz cars Baltimore,,"  (0, 3078)	0.140062343716
  (0, 509)	0.337045059301
  (0, 2296)	0.632628483267
  (0, 1013)	0.683055173491",,positive,neutral
11160,Interesting insight from urmson on google selfdrivingcars  eviewfromthefrontseatofthegoogleselfdrivingcarfcfe ,,"  (0, 3078)	0.0746601189705
  (0, 1801)	0.378260690201
  (0, 1478)	0.230526014
  (0, 3684)	0.500278099121
  (0, 1778)	0.561022682636
  (0, 1194)	0.482884920929",,neutral,neutral
11162,Accident reports for Google s selfdrivingcars revealed Still interested IoT  y ,,"  (0, 3078)	0.0739749170618
  (0, 1478)	0.228410334747
  (0, 1838)	0.268449670644
  (0, 2845)	0.473585362985
  (0, 1800)	0.478453188513
  (0, 15)	0.421369928864
  (0, 2871)	0.489426233845",,neutral,neutral
11164,Heute startet in der Schweiz das erste selbstfahrende Auto HistoricDay selfdrivingcars  CD ,,"  (0, 3078)	0.0538737956299
  (0, 219)	0.25279856748
  (0, 878)	0.341598136155
  (0, 1594)	0.394152358527
  (0, 809)	0.394152358527
  (0, 3059)	0.394152358527
  (0, 1611)	0.418588680332
  (0, 1164)	0.418588680332",,neutral,neutral
11166,SelfDrivingCars Already Getting Into Accidents ,,"  (0, 3078)	0.145048445513
  (0, 17)	0.642574189002
  (0, 1445)	0.752369164761",,neutral,neutral
11168,Google discloses crashes in selfdriving cars FreewayInsurance SelfDrivingCars ,,"  (0, 3078)	0.0957427173055
  (0, 509)	0.23039461554
  (0, 3071)	0.236767536291
  (0, 1478)	0.295622178137
  (0, 750)	0.551031620985
  (0, 1372)	0.700474458806",,neutral,neutral
11170,selfdrivingcars must be a menace because they get in a lot of accidents or do they p,,"  (0, 3078)	0.131697641764
  (0, 2071)	0.801415026594
  (0, 17)	0.583429247041",,positive,positive
11172,You go google selfdrivingcars   ,,"  (0, 3078)	0.30811231308
  (0, 1478)	0.951349989503",,neutral,neutral
11174,Google selfdrivingcars have been in  minor accidents in six years but they didnt cause any of the crashes ,,"  (0, 3078)	0.0685111344055
  (0, 1478)	0.21153996199
  (0, 525)	0.443114666524
  (0, 3924)	0.315455032385
  (0, 750)	0.394304679348
  (0, 17)	0.303508848183
  (0, 914)	0.459075347878
  (0, 2195)	0.443114666524",,neutral,neutral
11176,Uber wants to buy Here for its selfdrivingcars strategy ,,"  (0, 3078)	0.094658544178
  (0, 3624)	0.32339021258
  (0, 3801)	0.511683597587
  (0, 464)	0.536517804437
  (0, 3333)	0.580333586744",,neutral,neutral
11178,Four selfdrivingcars have crashed so far in Calif  via  Computersthatcrash  Whaaaat ,,"  (0, 3078)	0.087009653411
  (0, 475)	0.610585727095
  (0, 1265)	0.50920659833
  (0, 749)	0.600269131556",,neutral,neutral
11180,Humans will always be dumb But Fully automation means no personal control google selfdrivingcars  ,,"  (0, 3078)	0.0631597028903
  (0, 1661)	0.272858991266
  (0, 1478)	0.195016492788
  (0, 1386)	0.328639693578
  (0, 234)	0.313290207225
  (0, 707)	0.365473387804
  (0, 2151)	0.43573119208
  (0, 2505)	0.39685791743
  (0, 1044)	0.443219937105",,positive,positive
11182,If we scrutinized non selfdriving cars to the same extent there wouldnt be any traffic selfdrivingcars exclusivedrivingcarsdingedcaliforniasinglePagetrue ,,"  (0, 3078)	0.0825318117712
  (0, 509)	0.198603983446
  (0, 3071)	0.204097546933
  (0, 3559)	0.377967065998
  (0, 2331)	0.620173381468
  (0, 3900)	0.620173381468",,positive,positive
11184,Google selfdrivingcars accident ratio not better than human driven Will it ever work urmson ,,"  (0, 3078)	0.0706570274776
  (0, 3884)	0.363167320328
  (0, 350)	0.365368931665
  (0, 1657)	0.328991417819
  (0, 1478)	0.218165777528
  (0, 1012)	0.43318483863
  (0, 3684)	0.47345442096
  (0, 15)	0.402470835041",,positive,positive
11186,SelfDrivingCars Involved in  Accidents Total All Due to Human Error ,,"  (0, 3078)	0.07805929276
  (0, 1657)	0.363457653341
  (0, 17)	0.345807820015
  (0, 1160)	0.475011468279
  (0, 1832)	0.465324249074
  (0, 3546)	0.547777035741",,positive,positive
11188,Could a selfdriving car take some of the fun out of road trips selfdrivingcars futureoftravel ,,"  (0, 3078)	0.0747158555882
  (0, 3071)	0.184769030453
  (0, 492)	0.228577616309
  (0, 2914)	0.298983985754
  (0, 1403)	0.580527342186
  (0, 1387)	0.454665767672
  (0, 3590)	0.52431463891",,positive,positive
11190,OMG we need selfdrivingcars soon so we dont get booked for wearing smartwatches when we drive driversmaybefinedmsjhhtml  via ,,"  (0, 3078)	0.0803757971205
  (0, 2296)	0.363038467548
  (0, 3237)	0.401768126837
  (0, 978)	0.437876352907
  (0, 1010)	0.344360675642
  (0, 3210)	0.624503962527",,positive,positive
11192,Google acknowledges  accidents with its selfdrivingcars ,,"  (0, 3078)	0.115424559369
  (0, 1478)	0.35639326532
  (0, 17)	0.511338417762
  (0, 22)	0.773430044703",,neutral,neutral
11194,Google Blames Humans for Accidents Involving Its SelfDriving Cars   Google selfdrivingcars tech accidents humans,,"  (0, 3078)	0.0564059303472
  (0, 509)	0.135734842317
  (0, 1661)	0.487363446997
  (0, 3071)	0.139489389234
  (0, 3427)	0.186094065325
  (0, 1478)	0.348326106849
  (0, 17)	0.499763990157
  (0, 1833)	0.368829882718
  (0, 375)	0.42385421824",,neutral,neutral
11196,Are selfdriving cars really safe Here what we know so far selfdrivingcars google drivingcaraccidentshowbigaproblemisthishtmlwpsrcshalltabtwtop  via eNow,,"  (0, 3078)	0.083956796558
  (0, 509)	0.202033057023
  (0, 3071)	0.207621471746
  (0, 1478)	0.259231111946
  (0, 1923)	0.453834527857
  (0, 2975)	0.434142309116
  (0, 2768)	0.453834527857
  (0, 1265)	0.49134036404",,positive,positive
11198,Will selfdriving cars ever be legal | ,,"  (0, 509)	0.337911864672
  (0, 3071)	0.347258808522
  (0, 1990)	0.874772479916",,positive,positive
11200,Those humans and their mistakes google selfdrivingcars tech human robot accidents  ,,"  (0, 3078)	0.077945916337
  (0, 1661)	0.336737557838
  (0, 1657)	0.362929752983
  (0, 3427)	0.257158641961
  (0, 1478)	0.240671480954
  (0, 2930)	0.424638694637
  (0, 17)	0.345305554977
  (0, 2201)	0.570269207924",,positive,neutral
11202,RT   Concerned by the story of selfdrivingcars getting in accidents The fault lies w human drivers ,,"  (0, 3078)	0.0654709113827
  (0, 2959)	0.178813574342
  (0, 1657)	0.304843958636
  (0, 1020)	0.279366225459
  (0, 1273)	0.404532915268
  (0, 17)	0.290040459491
  (0, 1445)	0.339598916341
  (0, 2015)	0.491971709194
  (0, 3327)	0.433162791621",,positive,positive
11204,Do they have to go to traffic court  SelfDriving Cars Crashed In The Last  Months huffpost goggle selfdrivingcars,,"  (0, 3078)	0.0645133411236
  (0, 509)	0.155244459773
  (0, 3071)	0.159538660126
  (0, 3559)	0.295448721395
  (0, 2231)	0.432287171656
  (0, 749)	0.445069779408
  (0, 738)	0.471993578009
  (0, 1654)	0.501255833359",,positive,positive
11206,Director of  selfdrivingcars prgm urmson writes about how the technology can improve road safety  ,,"  (0, 3078)	0.0644478132008
  (0, 3904)	0.461080618932
  (0, 2980)	0.291095530987
  (0, 3439)	0.243240359398
  (0, 2914)	0.257895247431
  (0, 934)	0.461080618932
  (0, 3684)	0.431848086036
  (0, 1722)	0.416834015411",,positive,positive
11208, nersautonomoussemitruckmakesalotofsense   Freightliners Autonomous SemiTruck Is Overdue by MICHAEL BYRNE selfdrivingcars selfdriving,,"  (0, 3078)	0.11954713009
  (0, 252)	0.408419252049
  (0, 3071)	0.29563480397
  (0, 3102)	0.855279054417",,positive,positive
11210,Four selfdriving cars have crashed so far in Cali Google Delphi SelfDrivingCars AI  via ,,"  (0, 3078)	0.0810602630446
  (0, 70)	0.244497944652
  (0, 509)	0.195062858725
  (0, 3071)	0.20045847154
  (0, 1478)	0.250287564381
  (0, 864)	0.504970788261
  (0, 1265)	0.474388980837
  (0, 749)	0.559225003134",,positive,neutral
11212,Why da hell wld I want  ride n selfdrivingcars  Why  dont give a damn abt technology n this case Mayb n   ,,"  (0, 3078)	0.0485631016627
  (0, 3439)	0.183287930424
  (0, 3800)	0.240283781373
  (0, 978)	0.264565137812
  (0, 2889)	0.272637945834
  (0, 519)	0.314095260359
  (0, 798)	0.335030996193
  (0, 1586)	0.364920414642
  (0, 6)	0.364920414642
  (0, 3873)	0.37732564413
  (0, 804)	0.37732564413",,positive,positive
11214,SelfDriving Car primi incidenti anche per le infallibili auto che guidano da sole selfdrivingcars driverless pictwittercomveOxBExyMF,,"  (0, 3078)	0.0518026494122
  (0, 3071)	0.12810567759
  (0, 492)	0.15847942887
  (0, 219)	0.243079876031
  (0, 1016)	0.187270491144
  (0, 1973)	0.338729722028
  (0, 798)	0.357380246397
  (0, 561)	0.389263528396
  (0, 2623)	0.402496286025
  (0, 1729)	0.378999404163
  (0, 122)	0.402496286025",,positive,neutral
11216,RT  Our selfdrivingcars have logged nearly M miles on the road without causing an accident ,,"  (0, 3078)	0.0619414292171
  (0, 2959)	0.169173883855
  (0, 2914)	0.247865667131
  (0, 2183)	0.341627701634
  (0, 15)	0.352825750398
  (0, 528)	0.481272589219
  (0, 2055)	0.46544992514
  (0, 2294)	0.46544992514",,positive,positive
11218,Not feeling selfdriving cars selfdrivingcars,,"  (0, 3078)	0.120062831692
  (0, 509)	0.288918371306
  (0, 3071)	0.296910111389
  (0, 1289)	0.90219481096",,positive,neutral
11220,When selfdrivingcars go bump in the street QDCepu via   tnmtz ks,,"  (0, 3078)	0.100353027887
  (0, 3336)	0.649060898973
  (0, 454)	0.754088336482",,positive,positive
11222,The Rise of Automated Cars Will Kill Thousands of Jobs Beyond Driving riseofau tomatedcarswillthousandsofjobsandn  tech selfdrivencar selfdrivingcars,,"  (0, 3078)	0.0692694894187
  (0, 509)	0.166689622275
  (0, 3427)	0.228533432736
  (0, 227)	0.378889486231
  (0, 1914)	0.415660903097
  (0, 1024)	0.260758789214
  (0, 3504)	0.443461345995
  (0, 2903)	0.439217771852
  (0, 1882)	0.375888528674",,positive,neutral
11224,Hopefully they keep working out the bugs because Im looking forward to owning one some day selfdrivingcars  ,,"  (0, 3078)	0.0578284525526
  (0, 817)	0.312595877128
  (0, 3886)	0.315041502606
  (0, 1705)	0.315041502606
  (0, 447)	0.374021473893
  (0, 2064)	0.332822243257
  (0, 2443)	0.405808164547
  (0, 1363)	0.347007420069
  (0, 1628)	0.405808164547",,positive,neutral
11226,Googles selfdriving cars have been in  accidents but none were the cars fault selfdrivingcaraccidentsnotatfaultutmcampaigntheverge&utmcontentarticleAfixed&utmmediumsocial&utmsourcetwitter via  selfdrivingcars,,"  (0, 3078)	0.0743703341479
  (0, 509)	0.357928519803
  (0, 3071)	0.183914571102
  (0, 1273)	0.459520838292
  (0, 17)	0.329465489837
  (0, 1482)	0.371749095042
  (0, 3715)	0.435237509672
  (0, 3721)	0.430343664225",,positive,positive
11228,Google acknowledges  accidents with its selfdrivingcars since experimenting  years ago ,,"  (0, 3078)	0.0833754681718
  (0, 1478)	0.257436160136
  (0, 3924)	0.383896883922
  (0, 17)	0.369358828037
  (0, 64)	0.575197324785
  (0, 22)	0.558677394377",,neutral,neutral
11230,Things To Know About Accidents Involving SelfDriving Cars  wireless sensors computing selfdrivingcars WDD,,"  (0, 3078)	0.061285520283
  (0, 509)	0.147477053933
  (0, 3071)	0.151556400905
  (0, 1923)	0.331283306443
  (0, 17)	0.271498900621
  (0, 3497)	0.340952380526
  (0, 3110)	0.372938620689
  (0, 1833)	0.400736786348
  (0, 667)	0.416391901392
  (0, 3867)	0.422801431738",,neutral,neutral
11232,Google selfdrivingcars  M miles in  yrs  minor accidents caused by other drivers ,,"  (0, 3078)	0.0678998582989
  (0, 526)	0.443986946388
  (0, 1020)	0.289730610458
  (0, 1478)	0.20965254142
  (0, 17)	0.300800854677
  (0, 2183)	0.374490431124
  (0, 3940)	0.496770071223
  (0, 2195)	0.43916106963",,neutral,neutral
11234,Google self driving cars are getting into lots of accidents ,,"  (0, 509)	0.206001304322
  (0, 1478)	0.26432281909
  (0, 3062)	0.377492016717
  (0, 1024)	0.322255518719
  (0, 17)	0.379239523426
  (0, 2072)	0.548046209742
  (0, 1445)	0.444039191688",,neutral,neutral
11236,Apparently Google s PR reaction to selfdrivingcars minor accidents being published by CUrmson  eviewfromthefrontseatofthegoogleselfdrivingcarfcfe  via ,,"  (0, 3078)	0.0618742896612
  (0, 1478)	0.191047557403
  (0, 17)	0.274107187834
  (0, 2594)	0.358035348896
  (0, 144)	0.452685705861
  (0, 2692)	0.480750928218
  (0, 1194)	0.400189041789
  (0, 2195)	0.400189041789",,neutral,neutral
11238,only car Im interested in owning is a selfdrivingcars saysselfdrivingvehicleswereinvolvedinaccidents  auto google tech ml machinelearning,,"  (0, 3078)	0.0658926795891
  (0, 2093)	0.309808904733
  (0, 492)	0.201584944911
  (0, 3427)	0.2173926845
  (0, 1478)	0.203455030436
  (0, 219)	0.309196239335
  (0, 2208)	0.387918496673
  (0, 1705)	0.358974308876
  (0, 1800)	0.426179087469
  (0, 2443)	0.46239845925",,positive,neutral
11240,  selfdrivingcars are another geeky vanity project & cash blackhole All the car manufacturers are getting there at half the cost,,"  (0, 3078)	0.0701702804118
  (0, 492)	0.214671374717
  (0, 1445)	0.363974636735
  (0, 728)	0.4409082069
  (0, 2654)	0.37787810468
  (0, 2118)	0.476757582329
  (0, 1550)	0.502021010737",,neutral,neutral
11242,selfdrivingcars can handle moral choices  via s,,"  (0, 3078)	0.0853886244063
  (0, 2232)	0.536531207452
  (0, 1554)	0.541424538682
  (0, 578)	0.641640487473",,positive,positive
11244,Setting expectations selfdrivingcars  eviewfromthefrontseatofthegoogleselfdrivingcarfcfe ,,"  (0, 3078)	0.0828731318001
